user_id,age,income,employment_status,education_level,region,number_of_active_loans,apps_installed,loan_frequency_last_30_days,repayment_ratio_overall,credit_limit_utilization,device_or_ID_shared,loan_amount,interest_rate,loan_grade,loan_term_days,debt_to_income_ratio,delinquencies_last_2yrs,public_records,revolving_utilization,total_credit_lines,is_default
66fee462-e1cc-4cac-a878-7f8b4675a411,49,12723.88,Self-Employed,High School,Mombasa,2,3,0,0.933172192173666,0.0,False,33056.9222447694,7.91927502734676,B,30,0.17740231193856526,0,0,0.023033047582124044,10,False
935287e5-ce0f-4386-afed-e270d5b62b2d,30,11848.27,Unemployed,High School,Eldoret,3,1,1,0.847359353852937,0.1438986907860218,False,21028.870985891524,18.2124384610296,D,21,0.14857695049715372,0,0,0.0,5,False
0a1f0069-be44-480f-ba26-7af016d205d3,36,37131.63,Employed,High School,Tharaka-Nithi,3,5,2,0.499502718266868,0.3605712061230635,False,21636.984252793365,18.264387764225976,D,60,0.19062823508625465,1,1,0.5452768771373624,6,True
8c8f4044-c1eb-4168-9d3c-11c3c5be3e94,50,48445.24,Employed,Masters,Kisumu,0,2,0,0.9658049509189603,0.14609790586810756,False,52688.76485328968,14.19716947883887,B,60,0.05446649109488219,0,0,0.10621706868789461,16,False
c36cb735-64b1-470d-bebd-1e9ed7c676a5,55,8599.88,Self-Employed,PhD,Bungoma,3,10,15,0.18597843086290514,0.7522531817763539,False,27855.06423557877,23.849736991284058,G,21,0.6721916014107763,3,0,0.8560906485288244,13,True
d3fba124-250d-4f7a-af61-ccbbe749345f,57,50231.37,Self-Employed,Masters,Kisumu,5,6,8,0.6581872722446243,0.429625713267186,True,7155.539544848361,24.51865714649493,E,7,0.23848834792483925,2,1,0.4011028364824556,16,True
aa5562e5-31d0-4890-80fe-20aa99df1676,46,1654.27,Casual,High School,Bungoma,4,6,5,0.41127775006911305,0.6855100695097739,False,18282.2292868214,25.766876942442536,E,60,0.38489093881204195,0,0,0.43264590867876473,7,True
4b73759f-9fab-48a3-a24f-c4ba1febc2bf,25,21552.67,Hourly,High School,Mombasa,0,3,1,0.9751382073307421,0.2817606650825928,False,45420.95864168459,21.323551906857865,C,60,0.17935115315480263,1,0,0.30259326086313965,7,True
4e1a8d49-ed07-4a26-9a8b-f074d4416937,25,28290.63,Self-Employed,High School,Eldoret,3,1,1,0.7190028155628837,0.07728124717889423,False,16145.316263039014,20.94228016680596,C,7,0.2778822008180304,1,0,0.277797710138989,3,False
e288ca30-e89d-49d5-9ffb-ae76a5a2df6a,55,81415.66,Self-Employed,Masters,Eldoret,0,2,3,0.9456872550309958,0.318541409182645,False,40791.27274340718,12.085492446848052,A,60,0.1083851645629256,0,0,0.020073216616659208,8,False
ac6d100e-11ee-4050-a3e8-d4f77ca5898f,26,53051.36,Student,Bachelors,Eldoret,9,7,30,0.1632663969050404,0.7818230748110443,False,21977.323503397096,37.0332475969596,G,28,0.5462656793818069,4,1,0.8595004722101548,16,True
bf993f46-078c-427f-8d82-367ba98bbf1e,26,94719.6,Student,Masters,Mombasa,3,14,14,0.28123584668352597,0.7593091812461465,True,13443.63390617462,37.58435010182947,F,30,0.45430176028742153,3,2,0.6430310930496702,27,True
8735f2c7-3d7b-4601-b474-8e09192bfce4,44,49918.84,Unemployed,Bachelors,Mombasa,10,12,13,0.40583168258063707,0.8762325109259476,True,12030.30526575495,39.588217889120436,F,30,0.546387274152227,2,2,0.7753707563353284,21,True
4d93e3f7-351b-4fd8-8654-0cafb5b4e98e,36,12911.09,Self-Employed,Masters,Kiambu,3,4,3,0.8743244325855379,0.3033072224227038,False,14480.807539991969,12.339371710869576,C,28,0.18763237260722,0,0,0.13336988622657367,10,False
e7e970c9-e667-4e28-9803-60df9c78c788,32,7656.86,Employed,High School,Nyeri,4,5,6,0.6302255256066757,0.5189931157844807,True,21102.694221908663,23.659115738070685,E,7,0.3642926261193767,3,0,0.514183800522416,16,True
9f4fc37e-6590-4fcf-b127-f8441edb71d1,53,37782.7,Student,Bachelors,Kakamega,0,1,0,1.0,0.34435989664962896,False,4658.245185648613,20.71243508426714,B,60,0.27254924575385486,1,0,0.2401548893496168,2,False
7d13f86f-fe99-47a5-a5f2-14ab0f10f3f9,27,53986.85,Casual,High School,Eldoret,1,4,3,0.7325444497686324,0.43021339120246266,False,23670.38851006092,17.66643507786776,E,28,0.28560082463701203,1,0,0.3204768879577207,11,False
bb909da9-3526-447f-b53e-5a6c7090ce36,31,39769.41,Unemployed,High School,Kiambu,0,3,0,1.0,0.03626515041468583,False,99454.63104801992,5.444997263880271,A,60,0.19018520026110686,0,0,0.07635748631793954,19,True
ee80db43-b091-4584-b50c-e6950880cf5a,34,34049.67,Casual,Masters,Turkana,1,3,3,0.6968222857817494,0.3337322204941255,False,6714.119285663828,19.304325220122116,B,21,0.24341898913293045,1,0,0.093337528098911,7,False
f339ca21-3316-47fb-8ece-36c2c7e1a4de,50,28664.71,Hourly,Masters,Elgeyo-Marakwet,1,2,3,0.9298210993373996,0.192162981464967,False,31688.706667067512,23.495786171785085,C,21,0.2640884211807369,0,0,0.20540970014001092,10,False
4bc7ff86-0e64-40e2-96bd-c03bd18690ee,37,57862.31,Employed,Bachelors,Nairobi City,2,1,0,0.7826096385090364,0.18509129739981384,False,44767.73706787503,22.19938255832327,C,21,0.09797469165687445,0,0,0.05235810139506989,12,False
6d72ff1b-4b81-46fb-805b-603c6895c035,53,28533.38,Employed,PhD,Mombasa,0,2,1,0.7800302784881876,0.271428886224668,False,35381.362979130565,9.787971778816273,C,28,0.22338940087147693,1,0,0.18677675902306667,1,False
cef34b5d-3bfa-4d4a-b716-29d5e6fca595,27,91625.91,Casual,High School,Eldoret,5,7,28,0.41869052895234227,0.775313124709256,True,28351.26824908739,30.668479596759447,F,14,0.4586043862530331,4,1,0.658788938195848,14,True
5a7bf2c9-18ec-488a-8376-85c95779ccaf,23,34161.37,Self-Employed,Bachelors,Nandi,1,2,4,0.8985112454392797,0.2431585685667743,False,17148.807715485967,17.20276304084533,B,90,0.30062696383774057,0,0,0.08637977536449934,7,False
27b61ce0-3d9f-46cf-adac-c2894f96ce32,21,37918.87,Hourly,High School,Nandi,3,12,7,0.3863122737653436,0.7556567039393804,True,11171.0607027746,38.30110641413012,G,28,0.4900573864649896,2,0,0.6227928787820566,8,True
f268dc66-47a8-491d-ac0d-4c468a6affd0,56,1311.33,Self-Employed,High School,Nyamira,5,4,6,0.49442871733821414,0.5625639927778708,False,14564.627390652387,27.7589745697122,E,30,0.3880095835531171,2,0,0.4539274789501553,8,True
34433819-088d-46d9-82f2-8d90093ba865,27,24245.71,Student,Bachelors,Uasin Gishu,8,8,21,0.40004631905959387,0.768740686515036,True,21183.948234708314,29.567124348236295,G,28,0.6901386251981938,2,0,0.8184310071091128,21,True
d5bf112f-5a37-4ea8-bf30-3fc3b16b70e2,21,23153.61,Unemployed,High School,Kiambu,0,3,2,0.9901933760012331,0.04225425871426582,False,55309.04618045069,7.128126575371564,B,30,0.16120341081441378,0,0,0.0625553336450019,15,False
4798919f-bfeb-4c40-a239-ddb80871f5e4,45,5911.59,Student,High School,Nairobi City,0,2,2,0.8311324166950562,0.23954992789233495,False,1563.3629836276573,14.524606874001707,D,60,0.20663672321488047,1,0,0.11444521576876068,6,False
5631653d-2f01-4277-a732-ac725f667710,62,42273.89,Self-Employed,Bachelors,Mombasa,1,2,4,0.9569057128965969,0.17550362808690043,False,29926.258802052886,15.723791945950207,C,60,0.28146027609403385,0,0,0.10991928619689109,1,False
d644529b-d825-429d-811f-8348971d157c,45,51122.17,Unemployed,Bachelors,Nairobi City,4,7,8,0.5913355398369348,0.5606836914978814,True,17123.303237820895,21.655181602406696,E,28,0.2402235519537333,3,0,0.5267217841030466,5,True
3d8ed603-1538-4c61-8402-8b4add5d67fd,25,2344.02,Casual,Bachelors,Kakamega,1,6,7,0.6494039691220027,0.5797153645585189,False,12999.105595253217,25.4049132781291,D,7,0.4275859457556734,0,1,0.6046410149896948,4,False
970ed5ec-70e9-4dce-bca1-1cf1353ab116,50,35448.55,Casual,Masters,Kisumu,0,2,5,0.7346100013135303,0.18801066490050722,False,45236.52854392852,16.5682823353033,C,90,0.20373055966372963,0,0,0.1061727930449,7,False
c62fe003-e7fa-474e-8164-8eb85d384ca3,27,70445.7,Unemployed,PhD,Nairobi City,4,3,6,0.4768686809083518,0.5643673400963811,True,10874.352416539816,17.145563315977522,E,30,0.44842845299611855,3,1,0.6060638766159356,4,True
9ef52bd6-fdff-4b3e-bbfb-73041b2d7ee0,50,13624.09,Employed,High School,Vihiga,0,3,2,0.9505712412794567,0.03381546050842054,False,17159.01088784913,11.282570320241373,A,90,0.21429363860966136,0,0,0.0548080086693242,5,False
71d22f2e-2db9-4b0e-8b16-e0e095dc4b08,34,28464.22,Student,Bachelors,Nakuru,5,15,12,0.3908475354776222,0.788479909445376,True,20277.93637280171,29.400162881777028,G,21,0.6514110057997184,5,0,0.7833534812507652,11,True
d04b51a8-b6df-4438-836b-74ed77a23522,58,68000.77,Unemployed,High School,Mombasa,2,2,0,0.9423149175410045,0.07483201899141642,False,29082.444641245103,13.13025795450427,C,90,0.20101350862070871,1,0,0.0945143176563652,9,False
459335e7-1f4e-4dde-a735-d1e0d3e40929,28,26257.67,Self-Employed,Masters,Nakuru,1,6,7,0.652130542926418,0.5149046360492909,True,14610.66689631024,26.73334716675501,E,7,0.28061315287226457,3,0,0.5023429990008159,14,False
e53f1c88-c5fe-4b6c-bd8a-b96f74898489,31,51395.94,Student,High School,Nakuru,4,5,3,0.5703395176967698,0.6108096273193547,True,5526.515723121132,16.080423735531173,D,7,0.3940590743701864,0,0,0.5560842017154624,12,False
09392553-af07-4d47-bd9d-67d46c0c9a0a,28,8936.6,Unemployed,High School,Turkana,9,15,32,0.2937175112010228,0.8049382015937979,True,27300.405075750637,38.111002691685336,F,14,0.6820707921104462,3,0,0.7002581293260154,18,True
49776279-1289-4c5c-828c-ddfa088e6f9b,49,14618.78,Hourly,High School,Nakuru,9,10,16,0.12436304020840652,0.7433124145404083,True,28350.5055561894,33.52191963384933,F,28,0.5140092222070282,5,2,0.7489635102032145,13,True
402a7bdc-e591-4155-a2d5-d73cbbde6110,26,48272.99,Hourly,Masters,Kisumu,0,2,3,0.8122502091074493,0.04111929428337643,False,18980.264949691016,12.477876557316556,A,7,0.2708795620721671,0,0,0.10691304909803477,9,False
33c03f29-d843-42c8-ad0f-2352dccfa96c,39,72759.37,Employed,Masters,Nakuru,2,1,2,0.826147485807223,0.18114339394485607,False,39421.6818481538,20.537941563484708,A,7,0.31041153784828357,0,0,0.011185290774131391,2,False
7b4a5ce0-edf2-46e2-a67d-091666a4e9a7,49,31220.7,Unemployed,Masters,Mombasa,1,1,3,0.924509038785218,0.3521650856501797,False,40196.77964951072,21.408090866788235,C,28,0.27972269056356036,1,0,0.28273846830947064,5,True
19ea918e-1853-4ea2-b8fa-7bda77c47207,37,7177.6,Student,PhD,Eldoret,3,5,4,0.7263326739428396,0.480166049787174,False,7034.869850634606,24.637623354787888,E,30,0.23204799532369924,3,0,0.419370252185804,13,False
7693ad07-5926-4d0c-a444-36f066cd96f3,21,24038.14,Hourly,Bachelors,Turkana,1,5,8,0.7152064128463979,0.6389514509748961,False,9559.341490028664,29.400283269628762,D,7,0.27653014726557684,1,1,0.3524504740021296,10,False
8b01f472-2474-4cda-8793-ad9db90f82d4,49,7560.89,Employed,High School,Kisumu,3,3,7,0.7495388007691481,0.6791823957939421,False,10756.102288208249,18.84571747181017,E,60,0.3912044292594301,2,1,0.6035952514491082,9,True
92eb84a7-b93d-47d6-a83e-a8650d2b066c,37,1739.41,Self-Employed,Bachelors,West Pokot,2,6,6,0.48302822371094545,0.5205877095658152,True,19467.961089092976,25.26673908045083,E,28,0.2513929744967483,2,1,0.5923117720056053,10,True
63795859-8251-4c7f-86b2-a2aff3972b1a,45,20459.87,Casual,High School,Nakuru,1,3,0,0.6506239226818038,0.07483502566241777,False,21766.5531712886,17.001398351500473,C,90,0.12059347490518786,1,0,0.30412775489068367,2,False
0be5bbc1-c40a-4051-9303-fbe657544a67,60,55502.89,Student,Masters,Nairobi City,2,2,0,0.9406552575521738,0.18203309734985873,False,27179.022159995962,13.007212008617685,A,90,0.14271087830817097,0,0,0.07265902083984595,9,False
1b2506e0-8f2a-4f2b-a5af-3a776311dc94,29,23256.7,Self-Employed,High School,Nairobi City,1,6,8,0.6701865480903285,0.5588812723915766,True,16572.429327491318,28.41218063794303,D,7,0.3578330911782201,3,1,0.34207396580698024,7,False
cb9772a6-4274-43e1-aa63-b03642519477,26,16129.88,Hourly,High School,Makueni,0,1,4,0.7377180470330043,0.14824322452777328,False,39737.40409568401,17.23199930217516,C,7,0.23430313159603458,1,0,0.3171092679392744,5,False
a66bf731-dc03-4386-bf30-123448b2c0b9,63,31520.57,Self-Employed,High School,Mandera,11,15,26,0.45976421429498465,0.7274495170175947,True,17819.672135823792,20.714789116571463,F,7,0.6259375639384458,2,0,0.7053438267570081,26,True
1de0af2a-e3ce-4c5d-89de-94c8d7387541,57,63577.93,Employed,High School,Nairobi City,0,1,2,0.9161779044510103,0.13200116203705733,False,47381.7020837413,19.64715245937372,D,90,0.2294385199275034,1,0,0.0746486790973753,7,False
fcc73fe2-0ced-4301-819b-dc26f5248d35,49,2769.53,Casual,Masters,Bungoma,4,7,5,0.6201157653832091,0.6211120876020914,False,21692.407673937407,16.10875146420553,E,28,0.43517193112311153,3,1,0.3461544726734965,10,True
4ed5fe14-ee2c-46f8-85ac-2ba7eb4ff066,46,19099.99,Casual,Bachelors,Siaya,0,2,0,1.0,0.0597203209983604,False,33243.1810186069,6.273891175444578,A,60,0.06956116967869444,0,0,0.03841793563097837,11,False
84009e90-975c-4a0e-b898-a616934799d5,32,64591.01,Employed,PhD,Nairobi City,0,2,4,0.773180656478773,0.10296583082150183,False,17958.707854884175,11.282284085991012,A,14,0.2974040785033207,1,0,0.0,9,False
806ef6a2-5d4e-4e4f-b868-e08e25708e18,40,8849.63,Unemployed,High School,Nairobi City,0,4,3,0.820426767247722,0.23653660239238322,False,15792.005090514178,15.561622720756791,C,14,0.20148585971166041,0,0,0.13590590969910765,5,False
d6ee9c14-f6c0-481e-902c-ac57439d10e5,40,43833.66,Unemployed,High School,Nairobi City,1,2,2,0.8774562323316222,0.05034205240210759,False,7074.701199050945,19.99956023783131,C,60,0.1754805421155873,0,0,0.18423448305169565,5,True
698c265b-3e39-4e03-84f9-2d84fc3cce4f,37,42321.73,Student,Bachelors,Mombasa,4,6,5,0.7185005814857077,0.4981563987917432,True,14898.773427604117,18.925472449292517,E,14,0.20377495179181862,0,1,0.46090975978089394,12,False
db1c0d7a-a2a8-4df5-9356-e1e80fdb422b,47,17289.98,Student,Masters,Isiolo,2,2,0,0.9304880344596871,0.0,False,37166.35221417768,11.201278874847766,B,30,0.14339570120686276,0,0,0.07411195265984602,8,False
987b3561-8781-4ba3-9a45-576b15d2d48c,23,38398.74,Hourly,High School,Kisumu,0,1,0,1.0,0.10382043518966348,False,96649.70778358582,5.772138586931433,B,90,0.14712723013689438,0,0,0.003017716969804251,8,False
00f79c8a-a5ab-49cb-99c9-44db24a22de5,62,74302.19,Self-Employed,Bachelors,Kisumu,6,15,30,0.4068226699096018,0.8241495247466687,True,24274.1681805227,20.651518168142175,G,7,0.48023781842699936,2,2,0.8226616147657017,17,True
edaf18c7-f558-4e0d-94ae-0e6c6ee73bc7,38,16940.1,Casual,High School,Mombasa,10,15,16,0.20476594514286395,0.8816577092013889,True,25645.048511147776,38.84065158902604,G,21,0.6792277634524962,3,2,0.8553392038400099,21,True
e39d9635-6165-41bf-9bce-0d04bc096440,34,72242.03,Self-Employed,Masters,Kisumu,2,1,0,1.0,0.07754280222820076,False,22120.71996901322,6.949192622642445,A,30,0.09001084273992646,0,0,0.08596165759210561,17,False
15b4c633-18e7-4650-ac47-2a680428ce72,53,19221.32,Employed,Masters,Mombasa,2,5,5,0.6082001117234705,0.42359215775981307,False,5288.822815605608,21.936776216814128,D,21,0.2859734390709229,0,0,0.3694852255392734,11,False
2f7a41cc-2652-4ac8-9ed8-7f40b187f1a4,42,63090.33,Casual,High School,Nairobi City,3,7,3,0.47319738839040704,0.3794740569748495,False,22383.654298136116,28.142253777652776,D,21,0.44208365679815426,3,0,0.5880450262953764,4,True
a786c55b-0f5e-4d92-9549-912aaf27d205,51,9746.14,Self-Employed,Bachelors,Bomet,3,13,15,0.3863289454210234,0.8819916572517839,False,12331.45269452956,22.8530416628512,F,7,0.5110921526727552,2,0,0.8826308940959252,17,True
90bcd56a-9049-41cf-b5bf-398ab5989895,40,29855.12,Unemployed,PhD,Nairobi City,3,1,4,0.8640733852114856,0.21495986074391316,False,28049.120767165292,22.819272254473486,C,90,0.310225804775783,1,0,0.2089336322800005,6,False
2b785c9e-47a9-4733-9a17-80a30423952a,45,51186.08,Casual,High School,Kisumu,0,2,2,0.9617241781906983,0.2015054222595976,False,3567.567884998964,18.19354188344369,C,21,0.1252637014838061,1,0,0.08990524544780581,10,True
35ceb36b-8b22-40be-b4e5-232a4e138ec8,28,6333.53,Casual,High School,Nakuru,3,5,2,0.54489174090286,0.605037038493891,True,10793.94022157804,28.53946663979542,E,14,0.2275956935007212,2,0,0.5729740824435321,8,True
aedac1ff-32dd-4344-97f9-b23cab43f8ef,19,8099.56,Hourly,High School,Eldoret,2,4,4,0.8300058352673205,0.27860135668917646,False,46371.408518084674,19.419286849365427,D,21,0.1825827676714235,1,0,0.18561856011988392,11,True
4652abc0-248a-4ef7-9aac-0d06c70aabeb,50,7656.58,Hourly,High School,Nairobi City,3,6,4,0.630934682899412,0.43719348316502754,False,7789.318242959439,15.134108914919137,E,14,0.3621121268291088,0,1,0.4377238366189349,8,True
ea657aed-5abe-4e5c-af81-4c56bb542afa,23,38913.58,Hourly,Masters,Nairobi City,1,2,2,0.9994147370338543,0.30933447419999305,False,25307.473085280973,15.868556961694926,B,14,0.12485373415138028,0,0,0.02138679588183192,11,False
5afbe650-0d3e-414d-a5c4-1c3d8fe65301,63,18680.16,Student,High School,Nairobi City,2,1,0,0.9033267729262224,0.08361003926186845,False,89389.35114919729,6.652443496215703,A,60,0.08532664269595426,0,0,0.009598048666574316,11,False
b2bbf4ad-56cf-4cae-b719-f31c523cb12b,24,19614.71,Employed,Bachelors,Eldoret,2,5,6,0.5380495862718425,0.5764923047286241,True,16005.190303516698,17.714440567116437,D,30,0.3301915144425166,3,0,0.5257351636650487,12,True
c2b42cc7-a4b3-403c-9cc6-6a739b8da156,51,9973.98,Student,Masters,Kiambu,0,2,0,0.8488992921445238,0.2938069405263609,False,27784.63312294475,14.19498491334493,D,60,0.26803231033121927,0,0,0.14790565439197817,6,False
2a0035b2-7a5c-4d4c-82d5-0d0360122674,28,32207.91,Unemployed,Bachelors,Mombasa,10,7,32,0.16277452603141163,0.6970229263267679,True,20618.50993788275,33.05274910105815,F,30,0.6498071828085642,3,2,0.8333844986616711,9,True
e13a49f8-cafe-48c6-885d-33f2b511d4ff,59,32497.06,Hourly,PhD,Uasin Gishu,5,14,31,0.39322595075718036,0.7577918310160198,True,15665.395521008666,31.649284050963214,F,30,0.6239251996884158,3,1,0.6575581856232501,9,True
fbd14193-35bb-4285-8df9-722d045de8a7,51,13652.26,Self-Employed,Bachelors,Murang'a,4,4,6,0.7071485735959782,0.5747030964502282,False,10430.243283067752,26.503383420128607,E,30,0.2738051133960137,3,0,0.4247282950979627,4,True
bc5874a8-c6cd-4c6f-a6f3-9a932f8a762b,49,24621.74,Student,PhD,Kiambu,7,10,20,0.27730736054163363,0.8733478818426507,True,30818.515717342987,26.07128302047097,G,21,0.40310653302183147,2,1,0.7797877840195493,11,True
